Total numbers of group is longer than 1 element: 1986
83719035018;100000852151062;20000093896944283871002708;100000687007517;20000093896944283961008777;100000687007517;200000250447892
83642369591;100000836920490;20000027116075883425901234;100000108291449;20000083870241183778318583;100000108291449;200000271160758
83918147864;100000031789312;20000075723432883520262727;100000661880881;20000002326222783918147864;100000661880881;200000042193594
83127870393;100000899335293;20000060576365083477761887;;20000060576365083477761887;;200000605763650
83414033735;;20000055323413983944188554;100000770704175;200000553234139
83008278904;100000165061626;20000059187438383718888073;100000286900294;200000591874383
83309863563;100000632022619;20000000431493683766900038;100000632022619;
83149886390;100000019926735;20000005103354283149886390;100000319806932;200000497832606
83072947255;100000632490112;20000078509928783285015781;100000632490112;200000058321757
83657889521;100000052393488;20000039197204983004246466;100000052393488;200000292513054
83859216472;;20000043101202683859216472;100000668806693;200000000622559
83728318045;100000428076165;83728318045;100000703513473;
83186744207;100000560063964;20000075978337583068672557;100000560063964;200000410133826
83762500906;100000983765518;20000071885843883600357404;100000133296148;200000718858438
;100000104087827;20000097118304683773586980;100000644033412;200000971183046
83720633970;100000748196870;20000095559233783720633970;100000852844771;200000883999931
83370371650;100000230758377;20000048484284983370371650;100000534274298;200000644836620
83326783392;100000957760735;20000055408029383326783392;100000316327761;200000102257026
83705729451;100000901628491;20000024295892683705729451;100000626680653;200000444181637
83317583493;100000445349727;20000059727337383317583493;100000620680223;
83602830118;;200000329669785;100000129825906;200000329669785
83024802547;;83024802547;100000123787852;200000975273274
83252565342;100000334528524;20000078269910583190402922;100000334528524;200000937716815
83749001811;100000939526812;20000084473983883756807129;100000262975834;200000844739838
83331283505;100000192501442;83630111936;100000192501442;200000932814735
83103667162;100000235298044;20000030913144383377756787;100000235298044;200000892880621
83051169774;100000710670033;20000014135748983827556286;100000710670033;200000099181766
83548469398;100000392658105;20000022042957583548469398;100000827428382;200000256819874
83963235950;100000822910673;20000073242219383988962227;100000822910673;200000436857220
83550208400;100000325621335;20000084855013483550208400;100000066170439;200000599151778
83856125854;100000730783527;200000063931554;100000730783527;200000692389708
83323814407;100000694536552;20000011938370383732568475;100000694536552;200000081669782
83135042014;100000843165902;20000009937292383989132065;100000843165902;200000320387839
83900252662;100000974676814;20000010592071183029032546;100000883541558;200000105920711
83502954329;;20000013407622083266097555;100000278853513;200000134076220
83881890277;100000960002410;200000932357283;100000500100963;200000932357283
83334729990;100000136317732;20000080598280183595311191;100000136317732;200000554404109
83220873151;;20000058395781783220873151;;200000957270048
83254102622;100000272606788;83978883446;100000272606788;200000912539570
83836137461;100000760636920;20000005828363583892692318;100000413449696;200000058283635
83615666761;100000086053801;20000036034783683043429325;100000086053801;200000584113740
;100000417036871;83482146396;100000417036871;
83863596452;100000974139365;20000013611528383478683499;100000542755724;200000136115283
83588315691;100000144685296;20000083083387583699270491;100000144685296;200000369873287
83606981385;100000751556918;83606981385;;200000990173686
83950644811;100000346861588;20000078849658183950644811;100000461067720;200000603558305
83444718050;100000360725510;20000083833597183444718050;100000347811754;200000262423054
83774002455;100000029362644;20000032984459583774002455;100000034787172;200000527756708
83684935834;100000383458509;20000051430402083684935834;100000916775583;200000455208399
83689166521;100000706869727;20000085512116683766837547;100000706869727;200000135032081
83635414030;100000454367350;20000030510530683084752465;100000454367350;200000665166468
83469730946;100000134280076;20000056555064283469730946;100000921194698;200000088140720
83474061051;100000804396920;200000448373172;100000112281337;200000448373172
83730853725;100000111707899;20000031250778783730853725;100000570558064;
83133899049;100000099480126;20000089730236283133899049;100000492863957;200000143442488
83811480910;100000306049274;20000000043864183811480910;100000833349595;200000619814290
83552361710;100000646389832;20000073576384783830629258;100000478302565;200000735763847
83835389026;100000781581728;20000087399030983570696776;100000652343534;200000873990309
83383356485;100000046837402;83942768683;100000046837402;200000622624902
83137462269;100000098218856;20000018029280683289631886;100000098218856;200000492211496
83366584318;100000295170448;83234558650;100000295170448;200000693824102
83233043087;100000207363549;20000096347601783006726215;100000577565029;200000963476017
83847498077;100000830712621;20000025595451983847498077;100000883338381;200000580408462
83316683183;100000017680272;83316683183;;200000894828527
83890263968;100000713933274;20000059083908483542590200;100000016613430;200000590839084
83832319512;100000902524484;20000038036174683832319512;100000275624222;200000928754674
83375566835;100000789970213;20000045905273783609775944;100000804076819;200000459052737
83230009983;100000784494312;200000053858229;100000869971192;200000053858229
83836514156;100000519113870;20000052576119683288495299;100000702816626;200000525761196
83031083063;100000864189582;200000961411755;100000864189582;200000454301139
83994735331;100000350719551;20000000070838683220009546;100000350719551;200000273575448
83219029136;100000272827857;20000048192478783933946999;100000529332080;200000481924787
83602249662;100000441566046;20000097314773583602249662;100000113687626;200000178271441
83290366375;100000687532714;83290366375;100000988703372;200000610934545
83215812953;100000619061326;20000050236863783071199746;100000623287201;200000502368637
83615553729;100000837631869;20000032985544583094123411;100000993330870;200000329855445
83173428252;100000611927216;20000086573923083866612410;100000111741237;200000865739230
83343507052;100000549938398;200000558997141;100000549938398;200000233828978
83707745019;100000555236383;20000087494073583528964090;100000555236383;200000846150680
83220557088;100000598690276;20000060634914783681514996;100000598690276;200000546894251
83302365013;100000989837029;20000013981407583675658944;100000989837029;200000862723580
83462733416;100000749869630;20000021584444483630894308;100000749869630;200000541834632
83402303443;100000342013741;20000056561183583360022015;100000834419746;200000565611835
83244630612;100000495038504;83244630612;;200000668175824
83601905096;100000164868085;20000087021882083466941461;100000366073227;200000870218820
83802671057;100000244342589;20000050822832583802671057;100000893355080;200000740852619
83055611687;100000250102216;20000061607341283055611687;100000315353471;200000605310314
83617525015;100000530758783;20000086480805583644022334;100000530758783;200000682601623
83160280005;100000224801411;20000080194268983428786006;100000224801411;200000678752829
83020619291;;20000077212463783020619291;100000644427467;200000174132402
83271329514;100000748310918;20000001163562283133346027;100000748310918;200000965692158
83998376167;100000781285355;20000017696934983014068563;100000781285355;200000271286680
83710554702;;20000083214419683528370833;100000181513743;200000832144196
83801146864;100000408827331;20000081268629283894754711;100000850849439;200000812686292
83826932351;100000818143831;20000034515961583900399389;;200000345159615
;100000669674048;20000035248600983127046885;100000669674048;200000515675376
83696701449;100000030701436;20000074547486183696701449;100000759074911;200000781442699
83432326711;100000184691286;20000070152326183425910051;100000184691286;200000489194240
83815745713;100000871237297;20000053286072183865242822;100000395943628;200000532860721
83217028442;100000785523165;20000017684203283500910576;100000937541278;200000176842032
83760083904;100000519275123;20000067872332783660561334;100000268955282;200000678723327
83120326541;100000499886988;20000071753067783120326541;;
83049349493;;20000055841818583503297697;100000998592950;200000558418185
83544124177;100000309692603;20000048236998983544124177;100000126264439;200000172653141
83875277639;100000755123900;20000065669689983184744369;100000755123900;200000905298710
83984736547;100000974691125;20000008398390283519778031;100000974691125;
83298520928;100000508326504;20000098462890883383660428;100000508326504;200000776670539
83968480421;100000838364712;20000001813492083968480421;;200000780558978
83538116208;100000578834537;20000057701581683538116208;100000845475259;200000538320541
83504838659;100000547200084;20000098647383583147041537;100000163829823;200000986473835
83816275213;100000725231049;20000058326185783816275213;;200000396108746
83239426354;100000836978505;20000028319043583296840776;100000783112726;200000283190435
;100000778756550;20000066177869683322900833;100000778756550;
83477652170;100000923746135;20000047693862983785612299;100000138683689;200000476938629
83271373441;100000159029945;20000095539061483453576145;100000094296263;200000955390614
;100000135471891;20000083851145283997044452;100000135471891;200000154372895
83641255365;100000711145464;20000070565037783648194738;100000711145464;200000497082286
83050576553;100000515055534;83050576553;100000102383893;200000070415733
83093717416;100000858501253;20000046836606583501829704;100000946468729;200000468366065
83787813519;100000680761456;20000096818653583571744020;100000680761456;200000715615514
83368677270;100000839806837;20000096882745583315338391;100000839806837;200000616029373
83336829524;100000039600563;200000988602088;100000039600563;
83826261486;100000101013715;83965078010;100000101013715;
83480469108;100000481984311;20000011392609383036338118;100000481984311;
83353400915;100000674446294;83353400915;100000766230602;200000223221733
83191290426;100000037223320;83191290426;100000204828601;200000547013531
83886031972;100000627416830;20000081883214983902276029;100000627416830;
83702528864;100000165676768;20000069521159483319505128;100000165676768;200000835990207
;100000454290764;20000036947573183107518184;100000454290764;
;100000290923578;200000760598736;100000290923578;
83077752493;100000867154883;20000029497054383757139156;100000867154883;200000848857250
83436130258;100000888457591;20000040281020283436130258;100000272688596;200000583197561
83084351222;100000211434346;20000006973359983742194262;100000189633390;200000069733599
